,Mintimes,Mintypes,Errors,Units,Data_group,Ecorr,OC,Weights
793,2459687.89468,0,2.4e-05,,TESS Sector 50-old,25196.0,-4.741642624139786e-05,1736111111.111111
794,2459688.865286,0,2.4e-05,,TESS Sector 50-old,25202.0,-6.409222260117531e-05,1736111111.111111
795,2459690.806546,0,2.4e-05,,TESS Sector 50-old,25214.0,-4.944438114762306e-05,1736111111.111111
796,2459676.24721,0,2.3e-05,,TESS Sector 50-old,25124.0,-4.5303720980882645e-05,1890359168.2419658
797,2459678.350262,0,2.3e-05,,TESS Sector 50-old,25137.0,-9.101815521717072e-06,1890359168.2419658
798,2459684.173962,0,2.3e-05,,TESS Sector 50-old,25173.0,-4.515843465924263e-05,1890359168.2419658
799,2459685.468117,0,2.3e-05,,TESS Sector 50-old,25181.0,-5.3726136684417725e-05,1890359168.2419658
800,2459688.218178,0,2.3e-05,,TESS Sector 50-old,25198.0,-9.030848741531372e-05,1890359168.2419658
801,2459669.61463,0,2.2e-05,,TESS Sector 50-old,25083.0,-3.701774403452873e-05,2066115702.479339
802,2459684.982799,0,2.2e-05,,TESS Sector 50-old,25178.0,-6.038788706064224e-05,2066115702.479339
803,2459688.541745,0,2.2e-05,,TESS Sector 50-old,25200.0,-6.42002560198307e-05,2066115702.479339
804,2459672.68826,0,2.1e-05,,TESS Sector 50-old,25102.0,-4.549184814095497e-05,2267573696.145125
805,2459678.188447,0,2e-05,,TESS Sector 50-old,25136.0,-5.3656287491321564e-05,2499999999.9999995
806,2459671.555874,0,1.9e-05,,TESS Sector 50-old,25095.0,-3.8370490074157715e-05,2770083102.4930744
807,2459671.070528,0,1.8e-05,,TESS Sector 50-old,25092.0,-7.303198799490929e-05,3086419753.0864196
808,2459675.438317,0,1.8e-05,,TESS Sector 50-old,25119.0,-8.607422932982445e-05,3086419753.0864196
809,2459686.924006,0,1.8e-05,,TESS Sector 50-old,25190.0,-9.873975068330765e-05,3086419753.0864196
810,2459689.674156,0,1.8e-05,,TESS Sector 50-old,25207.0,-4.632212221622467e-05,3086419753.0864196
811,2459683.850402,0,1.6e-05,,TESS Sector 50-old,25171.0,-6.42663799226284e-05,3906250000.0
812,2459689.512382,0,1.6e-05,,TESS Sector 50-old,25206.0,-4.9876049160957336e-05,3906250000.0
813,2459689.997705,0,1.6e-05,,TESS Sector 50-old,25209.0,-3.8214027881622314e-05,3906250000.0
814,2459674.953024,0,1.5e-05,,TESS Sector 50-old,25116.0,-6.773602217435837e-05,4444444444.444445
815,2459686.115201,0,1.5e-05,,TESS Sector 50-old,25185.0,-5.1510054618120193e-05,4444444444.444445
816,2459689.188832,0,1.5e-05,,TESS Sector 50-old,25204.0,-5.8984383940696716e-05,4444444444.444445
817,2459677.056062,0,1.4e-05,,TESS Sector 50-old,25129.0,-4.5534223318099976e-05,5102040816.32653
818,2459687.2476,0,1.3e-05,,TESS Sector 50-old,25192.0,-4.56320121884346e-05,5917159763.31361
819,2459686.762273,0,1.1e-05,,TESS Sector 50-old,25189.0,-6.12940639257431e-05,8264462809.917356
820,2459674.305937,0,1e-05,,TESS Sector 50-old,25112.0,-7.295189425349236e-05,9999999999.999998
821,2459671.879416,0,9e-06,,TESS Sector 50-old,25097.0,-3.7262216210365295e-05,12345679012.345678
822,2459677.379595,0,9e-06,,TESS Sector 50-old,25131.0,-5.342625081539154e-05,12345679012.345678
823,2459686.27693,0,7e-06,,TESS Sector 50-old,25186.0,-9.295577183365822e-05,20408163265.30612
824,2459710.542589,0,5.9e-05,,TESS Sector 51-old,25336.0,-8.563511073589325e-07,287273771.9046251
825,2459700.836378,0,5.3e-05,,TESS Sector 51-old,25276.0,1.4903955161571503e-05,355998576.00569594
826,2459717.498659,0,5.1e-05,,TESS Sector 51-old,25379.0,-6.003445014357567e-05,384467512.49519414
827,2459701.321619,0,5e-05,,TESS Sector 51-old,25279.0,-5.543418228626251e-05,400000000.0
828,2459703.262851,0,4.6e-05,,TESS Sector 51-old,25291.0,-6.878608837723732e-05,472589792.06049144
829,2459714.101446,0,4.6e-05,,TESS Sector 51-old,25358.0,-9.366823360323906e-05,472589792.06049144
830,2459699.380377,0,4.5e-05,,TESS Sector 51-old,25267.0,-5.20818866789341e-05,493827160.4938271
831,2459700.02746,0,4.4e-05,,TESS Sector 51-old,25271.0,-5.086604505777359e-05,516528925.6198347
832,2459700.512779,0,4.4e-05,,TESS Sector 51-old,25274.0,-4.320405423641205e-05,516528925.6198347
833,2459714.425019,0,4.4e-05,,TESS Sector 51-old,25360.0,-6.155995652079582e-05,516528925.6198347
834,2459691.453575,0,4.3e-05,,TESS Sector 51-old,25218.0,-0.00010222801938652992,540832882.6392645
835,2459704.557015,0,4.3e-05,,TESS Sector 51-old,25299.0,-6.835442036390305e-05,540832882.6392645
836,2459711.998467,0,4.3e-05,,TESS Sector 51-old,25345.0,-5.686981603503227e-05,540832882.6392645
837,2459713.939743,0,4.3e-05,,TESS Sector 51-old,25357.0,-2.6221852749586105e-05,540832882.6392645
838,2459711.513138,0,4.2e-05,,TESS Sector 51-old,25342.0,-7.453234866261482e-05,566893424.0362812
839,2459714.910357,0,4.2e-05,,TESS Sector 51-old,25363.0,-3.48980538547039e-05,566893424.0362812
840,2459715.395631,0,4.2e-05,,TESS Sector 51-old,25366.0,-7.223617285490036e-05,566893424.0362812
841,2459715.719248,0,4.1e-05,,TESS Sector 51-old,25368.0,3.871973603963852e-06,594883997.620464
842,2459717.17511,0,4e-05,,TESS Sector 51-old,25377.0,-6.814207881689072e-05,624999999.9999999
843,2459713.130819,0,3.9e-05,,TESS Sector 51-old,25352.0,-9.799236431717873e-05,657462195.9237344
844,2459716.042735,0,3.9e-05,,TESS Sector 51-old,25370.0,-5.001993849873543e-05,657462195.9237344
845,2459702.454041,0,3.8e-05,,TESS Sector 51-old,25286.0,-2.6556197553873062e-05,692520775.6232686
846,2459703.909954,0,3.8e-05,,TESS Sector 51-old,25295.0,-4.757056012749672e-05,692520775.6232686
847,2459704.395268,0,3.8e-05,,TESS Sector 51-old,25298.0,-4.4907908886671066e-05,692520775.6232686
848,2459714.263199,0,3.7e-05,,TESS Sector 51-old,25359.0,-0.0001111137680709362,730460189.9196494
849,2459717.013413,0,3.7e-05,,TESS Sector 51-old,25376.0,5.30388206243515e-06,730460189.9196494
850,2459697.924436,0,3.6e-05,,TESS Sector 51-old,25258.0,-5.90677373111248e-05,771604938.2716049
851,2459698.086197,0,3.5e-05,,TESS Sector 51-old,25259.0,-6.85141421854496e-05,816326530.6122451
852,2459701.159856,0,3.5e-05,,TESS Sector 51-old,25278.0,-4.798825830221176e-05,816326530.6122451
853,2459715.233865,0,3.5e-05,,TESS Sector 51-old,25365.0,-6.779050454497337e-05,816326530.6122451
854,2459703.10112,0,3.4e-05,,TESS Sector 51-old,25290.0,-2.9340386390686035e-05,865051903.1141869
855,2459711.027828,0,3.4e-05,,TESS Sector 51-old,25339.0,-7.319403812289238e-05,865051903.1141869
856,2459713.292605,0,3.4e-05,,TESS Sector 51-old,25353.0,-8.243788033723831e-05,865051903.1141869
857,2459701.483373,0,3.3e-05,,TESS Sector 51-old,25280.0,-7.188040763139725e-05,918273645.5463728
858,2459697.762674,0,3.2e-05,,TESS Sector 51-old,25257.0,-5.0622038543224335e-05,976562500.0
859,2459710.380763,0,3.2e-05,,TESS Sector 51-old,25335.0,-5.6410208344459534e-05,976562500.0
860,2459712.645597,0,3.2e-05,,TESS Sector 51-old,25349.0,-8.653849363327026e-06,976562500.0
861,2459715.557411,0,3.2e-05,,TESS Sector 51-old,25367.0,-6.268220022320747e-05,976562500.0
862,2459711.351393,0,3.1e-05,,TESS Sector 51-old,25341.0,-4.90858219563961e-05,1040582726.3267429
863,2459714.586788,0,3.1e-05,,TESS Sector 51-old,25361.0,-6.300583481788635e-05,1040582726.3267429
864,2459700.189176,0,3e-05,,TESS Sector 51-old,25272.0,-0.00010531209409236908,1111111111.1111112
865,2459704.071716,0,3e-05,,TESS Sector 51-old,25296.0,-5.6016258895397186e-05,1111111111.1111112
866,2459713.778019,0,3e-05,,TESS Sector 51-old,25356.0,2.0223669707775116e-05,1111111111.1111112
867,2459714.748573,0,3e-05,,TESS Sector 51-old,25362.0,-4.845205694437027e-05,1111111111.1111112
868,2459698.409736,0,2.9e-05,,TESS Sector 51-old,25261.0,-7.040612399578094e-05,1189060642.0927467
869,2459702.292266,0,2.9e-05,,TESS Sector 51-old,25285.0,-3.1109899282455444e-05,1189060642.0927467
870,2459712.969104,0,2.9e-05,,TESS Sector 51-old,25351.0,-4.254607483744621e-05,1189060642.0927467
871,2459701.645162,0,2.8e-05,,TESS Sector 51-old,25281.0,-5.3326133638620377e-05,1275510204.0816326
872,2459701.80693,0,2.8e-05,,TESS Sector 51-old,25282.0,-5.577225238084793e-05,1275510204.0816326
873,2459702.615786,0,2.8e-05,,TESS Sector 51-old,25287.0,-5.2001792937517166e-05,1275510204.0816326
874,2459703.424656,0,2.8e-05,,TESS Sector 51-old,25292.0,-3.4232158213853836e-05,1275510204.0816326
875,2459703.58645,0,2.8e-05,,TESS Sector 51-old,25293.0,-1.0678078979253769e-05,1275510204.0816326
876,2459702.77757,0,2.7e-05,,TESS Sector 51-old,25288.0,-3.844825550913811e-05,1371742112.4828532
877,2459712.807396,0,2.7e-05,,TESS Sector 51-old,25350.0,1.989956945180893e-05,1371742112.4828532
878,2459716.851612,0,2.7e-05,,TESS Sector 51-old,25375.0,-2.525048330426216e-05,1371742112.4828532
879,2459713.454415,0,2.6e-05,,TESS Sector 51-old,25354.0,-4.288414493203163e-05,1479289940.8284025
880,2459713.61613,0,2.6e-05,,TESS Sector 51-old,25355.0,-9.832996875047684e-05,1479289940.8284025
881,2459700.350956,0,2.5e-05,,TESS Sector 51-old,25273.0,-9.57581214606762e-05,1600000000.0
882,2459700.998112,0,2.5e-05,,TESS Sector 51-old,25277.0,-2.1541956812143326e-05,1600000000.0
883,2459702.130507,0,2.5e-05,,TESS Sector 51-old,25284.0,-1.966441050171852e-05,1600000000.0
884,2459711.189614,0,2.5e-05,,TESS Sector 51-old,25340.0,-5.764048546552658e-05,1600000000.0
885,2459711.674938,0,2.5e-05,,TESS Sector 51-old,25343.0,-4.4978223741054535e-05,1600000000.0
886,2459715.880948,0,2.5e-05,,TESS Sector 51-old,25369.0,-6.657419726252556e-05,1600000000.0
887,2459716.204454,0,2.5e-05,,TESS Sector 51-old,25371.0,-0.00010146619752049446,1600000000.0
888,2459716.689795,0,2.5e-05,,TESS Sector 51-old,25374.0,-7.180403918027878e-05,1600000000.0
889,2459715.07211,0,2.4e-05,,TESS Sector 51-old,25364.0,-5.2344053983688354e-05,1736111111.111111
890,2459716.36626,0,2.4e-05,,TESS Sector 51-old,25372.0,-6.591202691197395e-05,1736111111.111111
891,2459697.600963,0,2.3e-05,,TESS Sector 51-old,25256.0,8.824281394481659e-06,1890359168.2419658
892,2459702.93931,0,2.3e-05,,TESS Sector 51-old,25289.0,-6.889412179589272e-05,1890359168.2419658
893,2459704.233468,0,2.3e-05,,TESS Sector 51-old,25297.0,-7.446249946951866e-05,1890359168.2419658
894,2459698.247996,0,2.2e-05,,TESS Sector 51-old,25260.0,-3.995979204773903e-05,2066115702.479339
895,2459699.865722,0,2.2e-05,,TESS Sector 51-old,25270.0,-1.8420163542032242e-05,2066115702.479339
896,2459700.674562,0,2.2e-05,,TESS Sector 51-old,25275.0,-3.06498259305954e-05,2066115702.479339
897,2459699.542162,0,2.1e-05,,TESS Sector 51-old,25268.0,-3.7528108805418015e-05,2267573696.145125
898,2459701.968699,0,2.1e-05,,TESS Sector 51-old,25283.0,-5.721813067793846e-05,2267573696.145125
899,2459703.748167,0,2.1e-05,,TESS Sector 51-old,25294.0,-6.412435322999954e-05,2267573696.145125
900,2459717.336892,0,1.9e-05,,TESS Sector 51-old,25378.0,-5.658809095621109e-05,2770083102.4930744
901,2459699.218611,0,1.8e-05,,TESS Sector 51-old,25266.0,-4.763621836900711e-05,3086419753.0864196
902,2459711.836679,0,1.7e-05,,TESS Sector 51-old,25344.0,-7.442431524395943e-05,3460207612.4567475
903,2459698.57148,0,1.6e-05,,TESS Sector 51-old,25262.0,-9.685242548584938e-05,3906250000.0
904,2459699.703861,0,1.6e-05,,TESS Sector 51-old,25269.0,-0.00010897405445575714,3906250000.0
905,2459698.895021,0,1.5e-05,,TESS Sector 51-old,25264.0,-9.674439206719398e-05,4444444444.444445
906,2459710.866115,0,1.5e-05,,TESS Sector 51-old,25338.0,-1.5748199075460434e-05,4444444444.444445
907,2459712.160203,0,1.4e-05,,TESS Sector 51-old,25346.0,-9.131617844104767e-05,5102040816.32653
908,2459712.483793,0,1.4e-05,,TESS Sector 51-old,25348.0,-4.2208004742860794e-05,5102040816.32653
909,2459716.528071,0,1.2e-05,,TESS Sector 51-old,25373.0,-2.5358516722917557e-05,6944444444.444444
